State,State Name,Year,Month,Indicator,Data Value,Predicted Value,Percent Complete,Percent Pending Investigation,Footnote
CT,CT,2016,December,Number of Drug Overdose Deaths,974,982,100,0.0261088084592539,
CT,CT,2017,January,Number of Drug Overdose Deaths,985,985,100,0.0259453849646494,Underreported due to incomplete data
CT,CT,2017,February,Number of Drug Overdose Deaths,994,998,100,0.0257873190858395,Underreported due to incomplete data
CT,CT,2017,March,Number of Drug Overdose Deaths,1019,1023,100,0.025756600128783,Underreported due to incomplete data
CT,CT,2017,April,Number of Drug Overdose Deaths,1018,1023,100,0.0257201646090535,Underreported due to incomplete data
CT,CT,2017,May,Number of Drug Overdose Deaths,1046,1051,100,0.0257094192884918,Underreported due to incomplete data
CT,CT,2017,June,Number of Drug Overdose Deaths,1056,1064,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,Number of Drug Overdose Deaths,1074,1085,100,0.0223306855520464,Underreported due to incomplete data
CT,CT,2017,August,Number of Drug Overdose Deaths,1081,1096,100,0.019122896481387,Underreported due to incomplete data
CT,CT,2017,September,Number of Drug Overdose Deaths,1083,1096,100,0.0158503724837534,Underreported due to incomplete data
CT,CT,2017,October,Number of Drug Overdose Deaths,1092,1103,100,0.0158664678069368,Underreported due to incomplete data
CT,CT,2017,November,Number of Drug Overdose Deaths,1066,1074,100,0.0190918636840933,Underreported due to incomplete data
CT,CT,2017,December,Number of Drug Overdose Deaths,1080,1080,100,0.0126802979870027,Underreported due to incomplete data
CT,CT,2018,January,Number of Drug Overdose Deaths,1047,1057,100,0.0818975021261852,Underreported due to incomplete data
CT,CT,2018,February,Number of Drug Overdose Deaths,1044,1072,100,0.158378207158695,Underreported due to incomplete data
CT,CT,2018,March,Number of Drug Overdose Deaths,1049,1084,100,0.196650596295357,Underreported due to incomplete data
CT,CT,2018,April,Number of Drug Overdose Deaths,1046,1089,100,0.231364097363083,Underreported due to incomplete data
CT,CT,2015,January,"Opioids (T40.0-T40.4,T40.6)",532,536,100,0.00992687204261937,
CT,CT,2015,February,"Opioids (T40.0-T40.4,T40.6)",530,534,100,0.009885004448252,
CT,CT,2015,March,"Opioids (T40.0-T40.4,T40.6)",536,540,100,0.00983703315080172,
CT,CT,2015,April,"Opioids (T40.0-T40.4,T40.6)",550,554,100,0.00985836811146528,
CT,CT,2015,May,"Opioids (T40.0-T40.4,T40.6)",553,557,100,0.0131418996615961,
CT,CT,2015,June,"Opioids (T40.0-T40.4,T40.6)",567,571,100,0.013111315064901,
CT,CT,2015,July,"Opioids (T40.0-T40.4,T40.6)",616,621,100,0.0163334640010453,
CT,CT,2015,August,"Opioids (T40.0-T40.4,T40.6)",618,623,100,0.0163671478608138,
CT,CT,2015,September,"Opioids (T40.0-T40.4,T40.6)",633,638,100,0.0196360780206833,
CT,CT,2015,October,"Opioids (T40.0-T40.4,T40.6)",660,665,100,0.0163318634656214,
CT,CT,2015,November,"Opioids (T40.0-T40.4,T40.6)",683,689,100,0.0195115605996553,
CT,CT,2015,December,"Opioids (T40.0-T40.4,T40.6)",686,691,100,0.0163398692810457,
CT,CT,2016,January,"Opioids (T40.0-T40.4,T40.6)",711,716,100,0.0164646996838778,
CT,CT,2016,February,"Opioids (T40.0-T40.4,T40.6)",731,737,100,0.0165393139492574,
CT,CT,2016,March,"Opioids (T40.0-T40.4,T40.6)",741,747,100,0.0165771500563623,
CT,CT,2016,April,"Opioids (T40.0-T40.4,T40.6)",766,772,100,0.0165573879064839,
CT,CT,2016,May,"Opioids (T40.0-T40.4,T40.6)",795,801,100,0.0132459103251871,
CT,CT,2016,June,"Opioids (T40.0-T40.4,T40.6)",810,816,100,0.016562872664635,
CT,CT,2016,July,"Opioids (T40.0-T40.4,T40.6)",800,806,100,0.0132916860503755,
CT,CT,2016,August,"Opioids (T40.0-T40.4,T40.6)",825,831,100,0.016580448335323,
CT,CT,2016,September,"Opioids (T40.0-T40.4,T40.6)",832,838,100,0.0166179207657538,
CT,CT,2016,October,"Opioids (T40.0-T40.4,T40.6)",814,820,100,0.0165809981760902,
CT,CT,2016,November,"Opioids (T40.0-T40.4,T40.6)",834,840,100,0.0165049184657028,
CT,CT,2016,December,"Opioids (T40.0-T40.4,T40.6)",869,877,100,0.0261088084592539,
CT,CT,2017,January,"Opioids (T40.0-T40.4,T40.6)",874,875,100,0.0259453849646494,Underreported due to incomplete data
CT,CT,2017,February,"Opioids (T40.0-T40.4,T40.6)",878,882,100,0.0257873190858395,Underreported due to incomplete data
CT,CT,2017,March,"Opioids (T40.0-T40.4,T40.6)",905,909,100,0.025756600128783,Underreported due to incomplete data
CT,CT,2017,April,"Opioids (T40.0-T40.4,T40.6)",903,907,100,0.0257201646090535,Underreported due to incomplete data
CT,CT,2017,May,"Opioids (T40.0-T40.4,T40.6)",926,930,100,0.0257094192884918,Underreported due to incomplete data
CT,CT,2017,June,"Opioids (T40.0-T40.4,T40.6)",940,947,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,"Opioids (T40.0-T40.4,T40.6)",965,977,100,0.0223306855520464,Underreported due to incomplete data
CT,CT,2017,August,"Opioids (T40.0-T40.4,T40.6)",968,982,100,0.019122896481387,Underreported due to incomplete data
CT,CT,2017,September,"Opioids (T40.0-T40.4,T40.6)",967,980,100,0.0158503724837534,Underreported due to incomplete data
CT,CT,2017,October,"Opioids (T40.0-T40.4,T40.6)",979,990,100,0.0158664678069368,Underreported due to incomplete data
CT,CT,2017,November,"Opioids (T40.0-T40.4,T40.6)",959,968,100,0.0190918636840933,Underreported due to incomplete data
CT,CT,2017,December,"Opioids (T40.0-T40.4,T40.6)",967,968,100,0.0126802979870027,Underreported due to incomplete data
CT,CT,2018,January,"Opioids (T40.0-T40.4,T40.6)",939,949,100,0.0818975021261852,Underreported due to incomplete data
CT,CT,2018,February,"Opioids (T40.0-T40.4,T40.6)",940,967,100,0.158378207158695,Underreported due to incomplete data
CT,CT,2018,March,"Opioids (T40.0-T40.4,T40.6)",946,980,100,0.196650596295357,Underreported due to incomplete data
CT,CT,2018,April,"Opioids (T40.0-T40.4,T40.6)",941,982,100,0.231364097363083,Underreported due to incomplete data
CT,CT,2015,January,Percent with drugs specified,99.5245641838352,,100,0.00992687204261937,
CT,CT,2015,February,Percent with drugs specified,99.6840442338073,,100,0.009885004448252,
CT,CT,2015,March,Percent with drugs specified,99.6870109546166,,100,0.00983703315080172,
CT,CT,2015,April,Percent with drugs specified,99.6923076923077,,100,0.00985836811146528,
CT,CT,2015,May,Percent with drugs specified,99.6932515337423,,100,0.0131418996615961,
CT,CT,2015,June,Percent with drugs specified,99.8507462686567,,100,0.013111315064901,
CT,CT,2015,July,Percent with drugs specified,99.8614958448753,,100,0.0163334640010453,
CT,CT,2015,August,Percent with drugs specified,100,,100,0.0163671478608138,
CT,CT,2015,September,Percent with drugs specified,99.8663101604278,,100,0.0196360780206833,
CT,CT,2015,October,Percent with drugs specified,99.8716302952503,,100,0.0163318634656214,
CT,CT,2015,November,Percent with drugs specified,99.875,,100,0.0195115605996553,
CT,CT,2015,December,Percent with drugs specified,99.7496871088861,,100,0.0163398692810457,
CT,CT,2016,January,Percent with drugs specified,99.7572815533981,,100,0.0164646996838778,
CT,CT,2016,February,Percent with drugs specified,99.7607655502392,,100,0.0165393139492574,
CT,CT,2016,March,Percent with drugs specified,99.6466431095406,,100,0.0165771500563623,
CT,CT,2016,April,Percent with drugs specified,99.6547756041427,,100,0.0165573879064839,
CT,CT,2016,May,Percent with drugs specified,99.6648044692737,,100,0.0132459103251871,
CT,CT,2016,June,Percent with drugs specified,99.5599559955996,,100,0.016562872664635,
CT,CT,2016,July,Percent with drugs specified,99.5584988962472,,100,0.0132916860503755,
CT,CT,2016,August,Percent with drugs specified,99.5689655172414,,100,0.016580448335323,
CT,CT,2016,September,Percent with drugs specified,99.6770721205597,,100,0.0166179207657538,
CT,CT,2016,October,Percent with drugs specified,99.6732026143791,,100,0.0165809981760902,
CT,CT,2016,November,Percent with drugs specified,99.6805111821086,,100,0.0165049184657028,
CT,CT,2016,December,Percent with drugs specified,99.7946611909651,,100,0.0261088084592539,
CT,CT,2017,January,Percent with drugs specified,99.7969543147208,,100,0.0259453849646494,Underreported due to incomplete data
CT,CT,2017,February,Percent with drugs specified,99.7987927565392,,100,0.0257873190858395,Underreported due to incomplete data
CT,CT,2017,March,Percent with drugs specified,99.9018645731109,,100,0.025756600128783,Underreported due to incomplete data
CT,CT,2017,April,Percent with drugs specified,99.803536345776,,100,0.0257201646090535,Underreported due to incomplete data
CT,CT,2017,May,Percent with drugs specified,99.8087954110899,,100,0.0257094192884918,Underreported due to incomplete data
CT,CT,2017,June,Percent with drugs specified,99.8106060606061,,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,Percent with drugs specified,99.8137802607076,,100,0.0223306855520464,Underreported due to incomplete data
CT,CT,2017,August,Percent with drugs specified,99.8149861239593,,100,0.019122896481387,Underreported due to incomplete data
CT,CT,2017,September,Percent with drugs specified,99.8153277931671,,100,0.0158503724837534,Underreported due to incomplete data
CT,CT,2017,October,Percent with drugs specified,99.8168498168498,,100,0.0158664678069368,Underreported due to incomplete data
CT,CT,2017,November,Percent with drugs specified,99.812382739212,,100,0.0190918636840933,Underreported due to incomplete data
CT,CT,2017,December,Percent with drugs specified,99.8148148148148,,100,0.0126802979870027,Underreported due to incomplete data
CT,CT,2018,January,Percent with drugs specified,99.7134670487106,,100,0.0818975021261852,Underreported due to incomplete data
CT,CT,2018,February,Percent with drugs specified,99.7126436781609,,100,0.158378207158695,Underreported due to incomplete data
CT,CT,2018,March,Percent with drugs specified,99.7140133460439,,100,0.196650596295357,Underreported due to incomplete data
CT,CT,2018,April,Percent with drugs specified,99.8087954110899,,100,0.231364097363083,Underreported due to incomplete data
CT,CT,2015,January,Psychostimulants with abuse potential (T43.6),18,19,100,0.00992687204261937,
CT,CT,2015,February,Psychostimulants with abuse potential (T43.6),16,17,100,0.009885004448252,
CT,CT,2015,March,Psychostimulants with abuse potential (T43.6),13,14,100,0.00983703315080172,
CT,CT,2015,April,Psychostimulants with abuse potential (T43.6),13,14,100,0.00985836811146528,
CT,CT,2015,May,Psychostimulants with abuse potential (T43.6),14,15,100,0.0131418996615961,
CT,CT,2015,June,Psychostimulants with abuse potential (T43.6),14,15,100,0.013111315064901,
CT,CT,2015,July,Psychostimulants with abuse potential (T43.6),17,18,100,0.0163334640010453,
CT,CT,2015,August,Psychostimulants with abuse potential (T43.6),18,19,100,0.0163671478608138,
CT,CT,2015,September,Psychostimulants with abuse potential (T43.6),18,19,100,0.0196360780206833,
CT,CT,2015,October,Psychostimulants with abuse potential (T43.6),20,21,100,0.0163318634656214,
CT,CT,2015,November,Psychostimulants with abuse potential (T43.6),22,23,100,0.0195115605996553,
CT,CT,2015,December,Psychostimulants with abuse potential (T43.6),23,24,100,0.0163398692810457,
CT,CT,2016,January,Psychostimulants with abuse potential (T43.6),24,25,100,0.0164646996838778,
CT,CT,2016,February,Psychostimulants with abuse potential (T43.6),25,26,100,0.0165393139492574,
CT,CT,2016,March,Psychostimulants with abuse potential (T43.6),26,27,100,0.0165771500563623,
CT,CT,2016,April,Psychostimulants with abuse potential (T43.6),26,27,100,0.0165573879064839,
CT,CT,2016,May,Psychostimulants with abuse potential (T43.6),24,25,100,0.0132459103251871,
CT,CT,2016,June,Psychostimulants with abuse potential (T43.6),23,24,100,0.016562872664635,
CT,CT,2016,July,Psychostimulants with abuse potential (T43.6),21,22,100,0.0132916860503755,
CT,CT,2016,August,Psychostimulants with abuse potential (T43.6),25,26,100,0.016580448335323,
CT,CT,2016,September,Psychostimulants with abuse potential (T43.6),25,26,100,0.0166179207657538,
CT,CT,2016,October,Psychostimulants with abuse potential (T43.6),26,27,100,0.0165809981760902,
CT,CT,2016,November,Psychostimulants with abuse potential (T43.6),24,25,100,0.0165049184657028,
CT,CT,2016,December,Psychostimulants with abuse potential (T43.6),22,23,100,0.0261088084592539,
CT,CT,2017,January,Psychostimulants with abuse potential (T43.6),23,24,100,0.0259453849646494,Underreported due to incomplete data
CT,CT,2017,February,Psychostimulants with abuse potential (T43.6),26,27,100,0.0257873190858395,Underreported due to incomplete data
CT,CT,2017,March,Psychostimulants with abuse potential (T43.6),29,30,100,0.025756600128783,Underreported due to incomplete data
CT,CT,2017,April,Psychostimulants with abuse potential (T43.6),28,29,100,0.0257201646090535,Underreported due to incomplete data
CT,CT,2017,May,Psychostimulants with abuse potential (T43.6),30,31,100,0.0257094192884918,Underreported due to incomplete data
CT,CT,2017,June,Psychostimulants with abuse potential (T43.6),31,32,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,Psychostimulants with abuse potential (T43.6),34,35,100,0.0223306855520464,Underreported due to incomplete data
CT,CT,2017,August,Psychostimulants with abuse potential (T43.6),29,30,100,0.019122896481387,Underreported due to incomplete data
CT,CT,2017,September,Psychostimulants with abuse potential (T43.6),31,32,100,0.0158503724837534,Underreported due to incomplete data
CT,CT,2017,October,Psychostimulants with abuse potential (T43.6),31,32,100,0.0158664678069368,Underreported due to incomplete data
CT,CT,2017,November,Psychostimulants with abuse potential (T43.6),35,36,100,0.0190918636840933,Underreported due to incomplete data
CT,CT,2017,December,Psychostimulants with abuse potential (T43.6),39,40,100,0.0126802979870027,Underreported due to incomplete data
CT,CT,2018,January,Psychostimulants with abuse potential (T43.6),39,40,100,0.0818975021261852,Underreported due to incomplete data
CT,CT,2018,February,Psychostimulants with abuse potential (T43.6),36,38,100,0.158378207158695,Underreported due to incomplete data
CT,CT,2018,March,Psychostimulants with abuse potential (T43.6),38,40,100,0.196650596295357,Underreported due to incomplete data
CT,CT,2018,April,Psychostimulants with abuse potential (T43.6),44,47,100,0.231364097363083,Underreported due to incomplete data
CT,CT,2015,January,"Synthetic opioids, excl. methadone (T40.4)",96,97,100,0.00992687204261937,
CT,CT,2015,February,"Synthetic opioids, excl. methadone (T40.4)",97,98,100,0.009885004448252,
CT,CT,2015,March,"Synthetic opioids, excl. methadone (T40.4)",103,105,100,0.00983703315080172,
CT,CT,2015,April,"Synthetic opioids, excl. methadone (T40.4)",121,123,100,0.00985836811146528,
CT,CT,2015,May,"Synthetic opioids, excl. methadone (T40.4)",123,125,100,0.0131418996615961,
CT,CT,2015,June,"Synthetic opioids, excl. methadone (T40.4)",123,125,100,0.013111315064901,
CT,CT,2015,July,"Synthetic opioids, excl. methadone (T40.4)",146,148,100,0.0163334640010453,
CT,CT,2015,August,"Synthetic opioids, excl. methadone (T40.4)",152,154,100,0.0163671478608138,
CT,CT,2015,September,"Synthetic opioids, excl. methadone (T40.4)",161,163,100,0.0196360780206833,
CT,CT,2015,October,"Synthetic opioids, excl. methadone (T40.4)",192,195,100,0.0163318634656214,
CT,CT,2015,November,"Synthetic opioids, excl. methadone (T40.4)",217,220,100,0.0195115605996553,
CT,CT,2015,December,"Synthetic opioids, excl. methadone (T40.4)",214,217,100,0.0163398692810457,
CT,CT,2016,January,"Synthetic opioids, excl. methadone (T40.4)",240,243,100,0.0164646996838778,
CT,CT,2016,February,"Synthetic opioids, excl. methadone (T40.4)",258,261,100,0.0165393139492574,
CT,CT,2016,March,"Synthetic opioids, excl. methadone (T40.4)",273,277,100,0.0165771500563623,
CT,CT,2016,April,"Synthetic opioids, excl. methadone (T40.4)",295,299,100,0.0165573879064839,
CT,CT,2016,May,"Synthetic opioids, excl. methadone (T40.4)",331,335,100,0.0132459103251871,
CT,CT,2016,June,"Synthetic opioids, excl. methadone (T40.4)",369,374,100,0.016562872664635,
CT,CT,2016,July,"Synthetic opioids, excl. methadone (T40.4)",387,392,100,0.0132916860503755,
CT,CT,2016,August,"Synthetic opioids, excl. methadone (T40.4)",421,426,100,0.016580448335323,
CT,CT,2016,September,"Synthetic opioids, excl. methadone (T40.4)",443,448,100,0.0166179207657538,
CT,CT,2016,October,"Synthetic opioids, excl. methadone (T40.4)",438,443,100,0.0165809981760902,
CT,CT,2016,November,"Synthetic opioids, excl. methadone (T40.4)",461,467,100,0.0165049184657028,
CT,CT,2016,December,"Synthetic opioids, excl. methadone (T40.4)",508,515,100,0.0261088084592539,
CT,CT,2017,January,"Synthetic opioids, excl. methadone (T40.4)",527,528,100,0.0259453849646494,Underreported due to incomplete data
CT,CT,2017,February,"Synthetic opioids, excl. methadone (T40.4)",545,548,100,0.0257873190858395,Underreported due to incomplete data
CT,CT,2017,March,"Synthetic opioids, excl. methadone (T40.4)",576,580,100,0.025756600128783,Underreported due to incomplete data
CT,CT,2017,April,"Synthetic opioids, excl. methadone (T40.4)",581,587,100,0.0257201646090535,Underreported due to incomplete data
CT,CT,2017,May,"Synthetic opioids, excl. methadone (T40.4)",601,610,100,0.0257094192884918,Underreported due to incomplete data
CT,CT,2017,June,"Synthetic opioids, excl. methadone (T40.4)",610,623,100,0.0224,Underreported due to incomplete data
CT,CT,2017,July,"Synthetic opioids, excl. methadone (T40.4)",641,656,100,0.0223306855520464,Underreported due to incomplete data
CT,CT,2017,August,"Synthetic opioids, excl. methadone (T40.4)",648,661,100,0.019122896481387,Underreported due to incomplete data
CT,CT,2017,September,"Synthetic opioids, excl. methadone (T40.4)",654,666,100,0.0158503724837534,Underreported due to incomplete data
CT,CT,2017,October,"Synthetic opioids, excl. methadone (T40.4)",675,685,100,0.0158664678069368,Underreported due to incomplete data
CT,CT,2017,November,"Synthetic opioids, excl. methadone (T40.4)",677,685,100,0.0190918636840933,Underreported due to incomplete data
CT,CT,2017,December,"Synthetic opioids, excl. methadone (T40.4)",696,697,100,0.0126802979870027,Underreported due to incomplete data
CT,CT,2018,January,"Synthetic opioids, excl. methadone (T40.4)",682,690,100,0.0818975021261852,Underreported due to incomplete data
CT,CT,2018,February,"Synthetic opioids, excl. methadone (T40.4)",685,706,100,0.158378207158695,Underreported due to incomplete data
CT,CT,2018,March,"Synthetic opioids, excl. methadone (T40.4)",696,725,100,0.196650596295357,Underreported due to incomplete data
CT,CT,2018,April,"Synthetic opioids, excl. methadone (T40.4)",704,741,100,0.231364097363083,Underreported due to incomplete data
DC,DC,2015,January,Number of Deaths,5589,,100,0.107353730542136,
DC,DC,2015,February,Number of Deaths,5632,,100,0.106534090909091,
DC,DC,2015,March,Number of Deaths,5704,,100,0.105189340813464,
DC,DC,2015,April,Number of Deaths,5740,,100,0.139372822299652,
DC,DC,2015,May,Number of Deaths,5706,,100,0.140203294777427,
DC,DC,2015,June,Number of Deaths,5678,,100,0.140894681225784,
DC,DC,2015,July,Number of Deaths,5668,,100,0.141143260409315,
DC,DC,2015,August,Number of Deaths,5703,,100,0.140277047168157,
DC,DC,2015,September,Number of Deaths,5683,,100,0.140770719690304,
DC,DC,2015,October,Number of Deaths,5719,,100,0.157370169610072,
DC,DC,2015,November,Number of Deaths,5754,,100,0.139033715676051,
DC,DC,2015,December,Number of Deaths,5706,,100,0.10515247108307,
DC,DC,2016,January,Number of Deaths,5616,,100,0.106837606837607,
DC,DC,2016,February,Number of Deaths,5610,,100,0.106951871657754,
DC,DC,2016,March,Number of Deaths,5620,,100,0.106761565836299,
DC,DC,2016,April,Number of Deaths,5662,,100,0.0706464146944542,
DC,DC,2016,May,Number of Deaths,5719,,100,0.0699422976044763,
DC,DC,2016,June,Number of Deaths,5731,,100,0.0697958471470947,
DC,DC,2016,July,Number of Deaths,5770,,100,0.0693240901213172,
DC,DC,2016,August,Number of Deaths,5789,,100,0.0690965624460183,
DC,DC,2016,September,Number of Deaths,5869,,100,0.0511160333958085,
DC,DC,2016,October,Number of Deaths,5876,,100,0.0170183798502383,
DC,DC,2016,November,Number of Deaths,5933,,100,0.0168548794876117,
DC,DC,2016,December,Number of Deaths,6055,,100,0,
DC,DC,2017,January,Number of Deaths,6128,,100,0,Underreported due to incomplete data
DC,DC,2017,February,Number of Deaths,6177,,100,0,Underreported due to incomplete data
DC,DC,2017,March,Number of Deaths,6227,,100,0,Underreported due to incomplete data
DC,DC,2017,April,Number of Deaths,6241,,100,0,Underreported due to incomplete data
DC,DC,2017,May,Number of Deaths,6287,,100,0,Underreported due to incomplete data
DC,DC,2017,June,Number of Deaths,6328,,100,0,Underreported due to incomplete data
DC,DC,2017,July,Number of Deaths,6314,,100,0,Underreported due to incomplete data
DC,DC,2017,August,Number of Deaths,6296,,100,0.0158831003811944,Underreported due to incomplete data
DC,DC,2017,September,Number of Deaths,6302,,100,0.0158679784195493,Underreported due to incomplete data
DC,DC,2017,October,Number of Deaths,6301,,100,0.0158704967465482,Underreported due to incomplete data
DC,DC,2017,November,Number of Deaths,6257,,100,0.0159821000479463,Underreported due to incomplete data
DC,DC,2017,December,Number of Deaths,6238,,100,0.0320615581917281,Underreported due to incomplete data
DC,DC,2018,January,Number of Deaths,6296,,100,0.984752223634053,Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis
DC,DC,2018,February,Number of Deaths,6274,,100,1.72138986292636,Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis
DC,DC,2018,March,Number of Deaths,6232,,100,2.48716302952503,Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis
DC,DC,2018,April,Number of Deaths,6194,,100,3.45495640942848,Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis
DC,DC,2015,January,Number of Drug Overdose Deaths,113,116,100,0.107353730542136,
DC,DC,2015,February,Number of Drug Overdose Deaths,113,116,100,0.106534090909091,
DC,DC,2015,March,Number of Drug Overdose Deaths,115,118,100,0.105189340813464,
DC,DC,2015,April,Number of Drug Overdose Deaths,113,117,100,0.139372822299652,
DC,DC,2015,May,Number of Drug Overdose Deaths,118,122,100,0.140203294777427,
DC,DC,2015,June,Number of Drug Overdose Deaths,119,123,100,0.140894681225784,
DC,DC,2015,July,Number of Drug Overdose Deaths,114,118,100,0.141143260409315,
DC,DC,2015,August,Number of Drug Overdose Deaths,115,119,100,0.140277047168157,
DC,DC,2015,September,Number of Drug Overdose Deaths,122,126,100,0.140770719690304,
DC,DC,2015,October,Number of Drug Overdose Deaths,126,130,100,0.157370169610072,
DC,DC,2015,November,Number of Drug Overdose Deaths,135,139,100,0.139033715676051,
DC,DC,2015,December,Number of Drug Overdose Deaths,144,148,100,0.10515247108307,
DC,DC,2016,January,Number of Drug Overdose Deaths,146,150,100,0.106837606837607,
DC,DC,2016,February,Number of Drug Overdose Deaths,146,150,100,0.106951871657754,
DC,DC,2016,March,Number of Drug Overdose Deaths,161,165,100,0.106761565836299,
DC,DC,2016,April,Number of Drug Overdose Deaths,174,177,100,0.0706464146944542,
DC,DC,2016,May,Number of Drug Overdose Deaths,198,202,100,0.0699422976044763,
DC,DC,2016,June,Number of Drug Overdose Deaths,208,212,100,0.0697958471470947,
DC,DC,2016,July,Number of Drug Overdose Deaths,219,223,100,0.0693240901213172,
DC,DC,2016,August,Number of Drug Overdose Deaths,239,243,100,0.0690965624460183,
DC,DC,2016,September,Number of Drug Overdose Deaths,247,251,100,0.0511160333958085,
DC,DC,2016,October,Number of Drug Overdose Deaths,259,261,100,0.0170183798502383,
DC,DC,2016,November,Number of Drug Overdose Deaths,289,291,100,0.0168548794876117,
DC,DC,2016,December,Number of Drug Overdose Deaths,300,302,100,0,
DC,DC,2017,January,Number of Drug Overdose Deaths,326,325,100,0,Underreported due to incomplete data
DC,DC,2017,February,Number of Drug Overdose Deaths,342,342,100,0,Underreported due to incomplete data
DC,DC,2017,March,Number of Drug Overdose Deaths,357,357,100,0,Underreported due to incomplete data
DC,DC,2017,April,Number of Drug Overdose Deaths,375,375,100,0,Underreported due to incomplete data
DC,DC,2017,May,Number of Drug Overdose Deaths,380,380,100,0,Underreported due to incomplete data
DC,DC,2017,June,Number of Drug Overdose Deaths,384,386,100,0,Underreported due to incomplete data
DC,DC,2017,July,Number of Drug Overdose Deaths,383,386,100,0,Underreported due to incomplete data
DC,DC,2017,August,Number of Drug Overdose Deaths,377,382,100,0.0158831003811944,Underreported due to incomplete data
DC,DC,2017,September,Number of Drug Overdose Deaths,380,385,100,0.0158679784195493,Underreported due to incomplete data
DC,DC,2017,October,Number of Drug Overdose Deaths,371,375,100,0.0158704967465482,Underreported due to incomplete data
DC,DC,2017,November,Number of Drug Overdose Deaths,346,349,100,0.0159821000479463,Underreported due to incomplete data
DC,DC,2017,December,Number of Drug Overdose Deaths,348,350,100,0.0320615581917281,Underreported due to incomplete data
DC,DC,2018,January,Number of Drug Overdose Deaths,315,376,100,0.984752223634053,Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis
DC,DC,2018,February,Number of Drug Overdose Deaths,286,402,100,1.72138986292636,Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis
DC,DC,2018,March,Number of Drug Overdose Deaths,248,426,100,2.48716302952503,Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis
DC,DC,2018,April,Number of Drug Overdose Deaths,211,503,100,3.45495640942848,Jurisdiction-specific values not shown for 2018 due to incomplete cause of death reporting at the time of analysis
DE,DE,2015,January,Number of Deaths,8485,,100,0,
DE,DE,2015,February,Number of Deaths,8561,,100,0,
DE,DE,2015,March,Number of Deaths,8551,,100,0,
DE,DE,2015,April,Number of Deaths,8580,,100,0,
DE,DE,2015,May,Number of Deaths,8583,,100,0,
DE,DE,2015,June,Number of Deaths,8577,,100,0,
DE,DE,2015,July,Number of Deaths,8642,,100,0,
DE,DE,2015,August,Number of Deaths,8648,,100,0,
DE,DE,2015,September,Number of Deaths,8686,,100,0,
DE,DE,2015,October,Number of Deaths,8661,,100,0,
DE,DE,2015,November,Number of Deaths,8666,,100,0,
DE,DE,2015,December,Number of Deaths,8591,,100,0,
DE,DE,2016,January,Number of Deaths,8485,,100,0,
DE,DE,2016,February,Number of Deaths,8473,,100,0,
DE,DE,2016,March,Number of Deaths,8555,,100,0,
DE,DE,2016,April,Number of Deaths,8530,,100,0,
DE,DE,2016,May,Number of Deaths,8553,,100,0,
DE,DE,2016,June,Number of Deaths,8571,,100,0,
DE,DE,2016,July,Number of Deaths,8609,,100,0,
DE,DE,2016,August,Number of Deaths,8666,,100,0,
DE,DE,2016,September,Number of Deaths,8740,,100,0,
DE,DE,2016,October,Number of Deaths,8809,,100,0,
DE,DE,2016,November,Number of Deaths,8889,,100,0,
DE,DE,2016,December,Number of Deaths,8980,,100,0,
DE,DE,2017,January,Number of Deaths,9058,,100,0,Underreported due to incomplete data
DE,DE,2017,February,Number of Deaths,9085,,100,0,Underreported due to incomplete data
DE,DE,2017,March,Number of Deaths,9099,,100,0,Underreported due to incomplete data
DE,DE,2017,April,Number of Deaths,9150,,100,0,Underreported due to incomplete data
DE,DE,2017,May,Number of Deaths,9119,,100,0,Underreported due to incomplete data
DE,DE,2017,June,Number of Deaths,9098,,100,0,Underreported due to incomplete data
DE,DE,2017,July,Number of Deaths,9108,,100,0,Underreported due to incomplete data
DE,DE,2017,August,Number of Deaths,9089,,100,0,Underreported due to incomplete data
DE,DE,2017,September,Number of Deaths,9046,,100,0,Underreported due to incomplete data
DE,DE,2017,October,Number of Deaths,9017,,100,0,Underreported due to incomplete data
DE,DE,2017,November,Number of Deaths,9048,,100,0,Underreported due to incomplete data
DE,DE,2017,December,Number of Deaths,9133,,100,0,Underreported due to incomplete data
DE,DE,2018,January,Number of Deaths,9132,,100,0,Underreported due to incomplete data
DE,DE,2018,February,Number of Deaths,9195,,100,0,Underreported due to incomplete data
DE,DE,2018,March,Number of Deaths,9224,,100,0,Underreported due to incomplete data
DE,DE,2018,April,Number of Deaths,9266,,100,0,Underreported due to incomplete data
DE,DE,2015,January,Number of Drug Overdose Deaths,210,211,100,0,
DE,DE,2015,February,Number of Drug Overdose Deaths,208,209,100,0,
DE,DE,2015,March,Number of Drug Overdose Deaths,208,209,100,0,
